Program,Year,Period,Geo Level,State,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Value,CV (%)
SURVEY,1980,YEAR,COUNTY,INDIANA,CENTRAL,50,HENDRICKS,63,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114,
SURVEY,1980,YEAR,COUNTY,INDIANA,CENTRAL,50,HOWARD,67,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113,
SURVEY,1980,YEAR,COUNTY,INDIANA,CENTRAL,50,JOHNSON,81,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,CENTRAL,50,MADISON,95,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.9,
SURVEY,1980,YEAR,COUNTY,INDIANA,CENTRAL,50,MARION,97,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.7,
SURVEY,1980,YEAR,COUNTY,INDIANA,CENTRAL,50,MORGAN,109,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",87.3,
SURVEY,1980,YEAR,COUNTY,INDIANA,CENTRAL,50,RUSH,139,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113,
SURVEY,1980,YEAR,COUNTY,INDIANA,CENTRAL,50,SHELBY,145,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.7,
SURVEY,1980,YEAR,COUNTY,INDIANA,CENTRAL,50,TIPTON,159,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.9,
SURVEY,1980,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,BLACKFORD,9,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108.9,
SURVEY,1980,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,DELAWARE,35,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",106.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,FAYETTE,41,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115,
SURVEY,1980,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,HENRY,65,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114,
SURVEY,1980,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,JAY,75,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.9,
SURVEY,1980,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,RANDOLPH,135,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.1,
SURVEY,1980,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,UNION,161,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114,
SURVEY,1980,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,WAYNE,177,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,CARROLL,15,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.4,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,CASS,17,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.5,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ELKHART,39,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.4,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,FULTON,49,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,KOSCIUSKO,85,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",88.3,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MARSHALL,99,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MIAMI,103,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",93.5,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ST. JOSEPH,141,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",78.1,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,WABASH,169,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.4,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHEAST,30,ADAMS,1,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHEAST,30,ALLEN,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.9,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHEAST,30,DE KALB,33,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHEAST,30,HUNTINGTON,69,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHEAST,30,LAGRANGE,87,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",93.5,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHEAST,30,NOBLE,113,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHEAST,30,STEUBEN,151,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",101.7,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHEAST,30,WELLS,179,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHEAST,30,WHITLEY,183,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.5,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHWEST,10,BENTON,7,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",84.2,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHWEST,10,JASPER,73,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",77,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHWEST,10,LA PORTE,91,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",73.9,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHWEST,10,LAKE,89,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",81.1,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHWEST,10,NEWTON,111,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.4,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHWEST,10,PORTER,127,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",79.1,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHWEST,10,PULASKI,131,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHWEST,10,STARKE,149,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",66.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,NORTHWEST,10,WHITE,181,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.3,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,BROWN,13,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",82.2,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,CRAWFORD,25,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",82,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,FLOYD,43,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",88,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,HARRISON,61,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.4,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,JACKSON,71,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",85.2,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,LAWRENCE,93,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",91.4,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,MONROE,105,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",106.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,ORANGE,117,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.4,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,PERRY,123,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",85.2,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,WASHINGTON,175,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHEAST,90,CLARK,19,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",88.3,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHEAST,90,DEARBORN,29,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHEAST,90,FRANKLIN,47,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHEAST,90,JEFFERSON,77,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",86.3,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHEAST,90,JENNINGS,79,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.3,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHEAST,90,OHIO,115,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",85.2,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHEAST,90,RIPLEY,137,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHEAST,90,SCOTT,143,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.7,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHEAST,90,SWITZERLAND,155,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.3,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,DAVIESS,27,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",106.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,DUBOIS,37,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.4,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,GIBSON,51,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,GREENE,55,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,KNOX,83,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,MARTIN,101,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,PIKE,125,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,POSEY,129,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,SPENCER,147,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.4,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,SULLIVAN,153,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.8,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,VANDERBURGH,163,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.5,
SURVEY,1980,YEAR,COUNTY,INDIANA,SOUTHWEST,70,WARRICK,173,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",93.5,
SURVEY,1980,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,CLAY,21,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,FOUNTAIN,45,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.3,
SURVEY,1980,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,MONTGOMERY,107,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,OWEN,119,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",93.5,
SURVEY,1980,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,PARKE,121,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",84.2,
SURVEY,1980,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,PUTNAM,133,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",84.2,
SURVEY,1980,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,TIPPECANOE,157,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97.6,
SURVEY,1980,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,VERMILLION,165,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80.1,
SURVEY,1980,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,VIGO,167,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",86.3,
SURVEY,1980,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,WARREN,171,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.5,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,BARTHOLOMEW,5,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,BOONE,11,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,CLINTON,23,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.9,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,DECATUR,31,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,GRANT,53,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.9,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,HAMILTON,57,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,HANCOCK,59,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,HENDRICKS,63,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,HOWARD,67,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.1,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,JOHNSON,81,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122.9,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,MADISON,95,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122.9,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,MARION,97,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108.6,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,MORGAN,109,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,RUSH,139,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,SHELBY,145,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,CENTRAL,50,TIPTON,159,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,BLACKFORD,9,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,DELAWARE,35,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125,
SURVEY,1979,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,FAYETTE,41,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.7,
SURVEY,1979,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,HENRY,65,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.6,
SURVEY,1979,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,JAY,75,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107.5,
SURVEY,1979,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,RANDOLPH,135,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.6,
SURVEY,1979,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,UNION,161,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.7,
SURVEY,1979,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,WAYNE,177,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",112.7,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,CARROLL,15,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.1,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,CASS,17,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ELKHART,39,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,FULTON,49,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.5,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,KOSCIUSKO,85,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.5,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MARSHALL,99,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MIAMI,103,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.7,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ST. JOSEPH,141,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.1,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,WABASH,169,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.7,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHEAST,30,ADAMS,1,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHEAST,30,ALLEN,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.7,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHEAST,30,DE KALB,33,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",92.2,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHEAST,30,HUNTINGTON,69,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.9,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHEAST,30,LAGRANGE,87,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHEAST,30,NOBLE,113,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHEAST,30,STEUBEN,151,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHEAST,30,WELLS,179,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHEAST,30,WHITLEY,183,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHWEST,10,BENTON,7,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.1,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHWEST,10,JASPER,73,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.8,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHWEST,10,LA PORTE,91,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",104.5,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHWEST,10,LAKE,89,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122.9,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHWEST,10,NEWTON,111,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.1,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHWEST,10,PORTER,127,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",106.5,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHWEST,10,PULASKI,131,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108.6,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHWEST,10,STARKE,149,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,NORTHWEST,10,WHITE,181,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123.9,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,BROWN,13,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,CRAWFORD,25,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",81.9,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,FLOYD,43,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",83,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,HARRISON,61,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,JACKSON,71,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,LAWRENCE,93,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,MONROE,105,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,ORANGE,117,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",101.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,PERRY,123,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",93.2,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,WASHINGTON,175,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHEAST,90,CLARK,19,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",93.2,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHEAST,90,DEARBORN,29,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHEAST,90,FRANKLIN,47,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHEAST,90,JEFFERSON,77,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHEAST,90,JENNINGS,79,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",104.5,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHEAST,90,OHIO,115,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",88.1,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHEAST,90,RIPLEY,137,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHEAST,90,SCOTT,143,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",106.5,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHEAST,90,SWITZERLAND,155,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHWEST,70,DAVIESS,27,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",101.4,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHWEST,70,DUBOIS,37,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHWEST,70,GIBSON,51,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.5,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHWEST,70,GREENE,55,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHWEST,70,KNOX,83,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.7,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHWEST,70,MARTIN,101,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107.6,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHWEST,70,PIKE,125,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",97.3,
SURVEY,1979,YEAR,COUNTY,INDIANA,SOUTHWEST,70,POSEY,129,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.6,
